# 港股主表 · 来自港交所官方 ListOfSecurities · 更新至 19/08/2026
# 由 scripts/gen_hk_master_csv.py 生成 · 共 3226 条(股票/ETF/REITs)
# name_en 是港交所给的英文名 —— 公开数据里没有中文名,不臆造
code,name_en,category,lot_size
01815,EVEREST GOLD,Equity,1000
01816,CGN POWER,Equity,1000
01817,MULSANNE GROUP,Equity,500
01818,ZHAOJIN MINING,Equity,500
01820,PM PACKAGING,Equity,1000
01822,CHINA WOOD INT,Equity,30000
01823,HUAYUEXPRESSWAY,Equity,2000
01825,STERLING GP,Equity,2000
01826,FDB HOLDINGS,Equity,10000
01827,MIRICOR,Equity,5000
01828,FWD,Equity,100
01830,PERFECT MEDICAL,Equity,1000
01831,SHIFANG HLDG,Equity,10000
01832,SAI LEISURE,Equity,1000
01833,PA GOODDOCTOR,Equity,100
01835,REALWAY CAPITAL,Equity,400
01836,STELLA HOLDINGS,Equity,500
01837,NATURAL FOOD IH,Equity,2000
01841,A.PLUS GROUP,Equity,10000
01842,GROWN UP GROUP,Equity,4000
01843,SNACK EMPIRE,Equity,4000
01845,WG ENV TECH,Equity,3000
01846,EUROEYES,Equity,1000
01847,GHPC,Equity,1000
01848,CALC,Equity,500
01849,AM GROUP,Equity,5000
01850,BEAUTIFULLIFEGP,Equity,10000
01851,GINGKO EDU,Equity,2000
01853,CHUNCHENG HEAT,Equity,2500
01854,CHINA WANTIAN,Equity,10000
01855,ZONQING LTD,Equity,2000
01856,ERNEST BOREL,Equity,1000
01857,CEB WATER,Equity,1000
01858,CHUNLI MEDICAL,Equity,250
01860,MOBVISTA,Equity,1000
01861,PRECIOUS DRAGON,Equity,2000
01862,JINGRUI HLDGS,Equity,1000
01863,CHI LONGEVITY,Equity,1000
01865,PENGO HLDG GP,Equity,12000
01866,CHINA XLX FERT,Equity,1000
01867,STD DEV GROUP,Equity,10000
01868,NEO-NEON,Equity,2000
01869,KAFELAKU COFFEE,Equity,10000
01870,GREEN POWER GP,Equity,2500
01871,CHINA ORIENTED,Equity,4000
01872,GUAN CHAO HLDGS,Equity,5000
01873,VIVA BIOTECH,Equity,500
01875,BIODLINK-B,Equity,400
01876,BUD APAC,Equity,100
01877,JUNSHI BIO,Equity,200
01878,SOUTHGOBI,Equity,50
01879,XIZHI TECH-P,Equity,15
01880,CTG DUTY-FREE,Equity,100
01881,REGAL REIT,Real Estate Investment Trusts,1000
01882,HAITIAN INT'L,Equity,1000
01883,CITIC TELECOM,Equity,1000
01884,EPRINT GROUP,Equity,4000
01888,KB LAMINATES,Equity,500
01889,SANAI HEALTH GP,Equity,5000
01890,CHINA KEPEI,Equity,2000
01891,HENG HUP,Equity,4000
01894,HANG YICK HLDGS,Equity,5000
01895,XINYUAN PM,Equity,1000
01896,MAOYAN ENT,Equity,200
01897,MILLIONHOPE IND,Equity,2000
01898,CHINA COAL,Equity,1000
01899,XINGDA INT'L,Equity,1000
01900,CHINA ITS,Equity,1000
01901,FEIYANG GROUP,Equity,2000
01903,JBB BUILDERS,Equity,2000
01905,HAITONG UT,Equity,2000
01906,BONNY HLDG,Equity,10000
01907,CHINA RISUN GP,Equity,1000
01908,C&D INTL GROUP,Equity,1000
01909,FIRE ROCK,Equity,2000
01910,SAMSONITE,Equity,300
01911,CR HOLDINGS,Equity,100
01912,CONTEL,Equity,5000
01913,PRADA,Equity,100
01915,TAIHE M-FIN,Equity,2000
01916,JIANGXI BANK,Equity,500
01917,DOUMOB,Equity,10000
01918,SUNAC,Equity,1000
01919,COSCO SHIP HOLD,Equity,500
01920,JUNWEA GROUP,Equity,10000
01921,DALIPAL HLDG,Equity,2000
01925,KWUNGS AROMA,Equity,2000
01927,JIUJIUWANG,Equity,5000
01928,SANDS CHINA LTD,Equity,400
01929,CHOW TAI FOOK,Equity,200
01930,SHINELONG,Equity,4000
01931,ETHK LABS INC.,Equity,1000
01932,CPM GROUP,Equity,4000
01933,ONEFORCE HLDGS,Equity,4000
01935,JH EDUCATION,Equity,2000
01936,RITAMIX,Equity,2000
01937,JIACHEN HOLDING,Equity,5000
01938,CHU KONG PIPE,Equity,1000
01939,SHANGSHAN GOLD,Equity,2000
01940,CGII HLDGS,Equity,2000
01941,YE XING GROUP,Equity,2000
01942,MOG DIGITECH,Equity,2000
01943,KING'S STONE,Equity,5000
01945,ZERO2IPO,Equity,400
01947,MEIHAO GROUP,Equity,5000
01948,UJU HOLDING,Equity,1000
01949,PLATT NERA,Equity,4000
01950,DIWANG IND H,Equity,4000
01951,JXR,Equity,500
01952,EVEREST MED,Equity,500
01953,RIMBACO,Equity,5000
01955,JOHNSON HLDGS,Equity,2000
01956,WENGE AI,Equity,200
01957,MBV INTL,Equity,2500
01958,BAIC MOTOR,Equity,500
01959,ZHONG JU INVEST,Equity,2000
01960,TBKS HLDGS,Equity,5000
01961,INFINITIES TECH,Equity,2000
01962,EVERGREEN PG,Equity,2000
01963,BCQ,Equity,500
01965,LANDSEA LIFE,Equity,1000
01966,CHINA SCE GROUP,Equity,1000
01967,CONFIDENCE IN,Equity,200
01968,HINGTEX HLDGS,Equity,4000
01969,CHINA CHUNLAI,Equity,1000
01970,IMAX CHINA,Equity,100
01971,RSUN SER,Equity,1000
01972,SWIREPROPERTIES,Equity,200
01973,TIAN TU CAPITAL,Equity,400
01975,SUN HING PRINT,Equity,4000
01977,ANALOGUE HLDGS,Equity,2000
01978,LH GROUP,Equity,2000
01979,TEN PAO GROUP,Equity,4000
01980,TIANGE,Equity,1000
01981,CATHAY GP HLDGS,Equity,1000
01982,NAMESON HLDGS,Equity,2000
01983,LUZHOU BANK,Equity,1000
01985,MICROWARE,Equity,2000
01986,TSAKER NE,Equity,500
01987,BENG SOON MACH,Equity,4000
01988,MINSHENG BANK,Equity,500
01989,DELTON,Equity,100
01991,TA YANG GROUP,Equity,10000
01993,ASIARAY,Equity,500
01995,ES SERVICES,Equity,2000
01996,RSUN PPT,Equity,1000
01997,WHARF REIC,Equity,1000
01999,MAN WAH HLDGS,Equity,400
02000,SIM TECH,Equity,2000
02001,NEW HIGHER EDU,Equity,1000
02002,SUNSHINE PAPER,Equity,2000
02003,VCREDIT,Equity,200
02005,SSY GROUP,Equity,2000
02007,COUNTRY GARDEN,Equity,1000
02008,PHOENIX TV,Equity,1000
02009,BBMG,Equity,1000
02011,GILSTON GROUP,Equity,2000
02012,SUNSHINE OIL,Equity,1000
02013,WEIMOB INC,Equity,1000
02015,LI AUTO-W,Equity,100
02016,CZBANK,Equity,1000
02017,CHANHIGH,Equity,2000
02018,AAC TECH,Equity,500
02020,ANTA SPORTS,Equity,200
02022,DIGIT HOLLYWOOD,Equity,4000
02023,CHINA LUDAO,Equity,4000
02025,RUIFENG POWER,Equity,2000
02026,PONY-W,Equity,100
02028,JOLIMARK,Equity,2000
02030,CABBEEN,Equity,1000
02031,AUSUPREME,Equity,5000
02033,TIME WATCH,Equity,2000
02038,FIH,Equity,1000
02039,CIMC,Equity,100
02048,E-HOUSE ENT,Equity,300
02050,SANHUA,Equity,100
02051,VALA,Equity,10000
02057,ZTO EXPRESS-W,Equity,50
02068,CHALIECO,Equity,1000
02076,BOSS ZHIPIN-W,Equity,100
02078,PANASIALUM,Equity,1000
02080,AUX INTL,Equity,2000
02086,LEADWAY TECH,Equity,1000
02088,XIWANG PROPERTY,Equity,2000
02096,SIMCERE PHARMA,Equity,1000
02097,MIXUE GROUP,Equity,100
02098,ZALL SMARTCOM,Equity,1000
02099,CHINAGOLDINTL,Equity,100
02100,BAIOO,Equity,2000
02101,FULU HOLDINGS,Equity,500
02102,TAK LEE MACH,Equity,10000
02105,LAEKNA-B,Equity,500
02107,FIRST SERVICE,Equity,2500
02108,K2 F&B,Equity,4000
02110,TIAN CHENG HLDG,Equity,10000
02111,BEST PACIFIC,Equity,2000
02112,GRACE LIFE-TECH,Equity,2000
02113,CENTURY GP INTL,Equity,5000
02116,JS INNOV,Equity,2000
02119,TSIT WING INTL,Equity,2000
02120,KN HOSPITAL,Equity,100
02121,AINNOVATION,Equity,100
02122,KIDSLAND INTL,Equity,2000
02125,STRAWBEAR ENT,Equity,1000
02126,JW THERAP-B,Equity,500
02127,HUISEN SHARES,Equity,2000
02128,CHINA LESSO,Equity,1000
02129,LEGION CONSO,Equity,5000
02130,CN LOGISTICS,Equity,1000
02131,NETJOY,Equity,1000
02132,LANDRICH HLDG,Equity,8000
02135,RAILY AESMED,Equity,10000
02136,LIFESTYLE CHI,Equity,500
02137,BRII-B,Equity,500
02138,EC HEALTHCARE,Equity,1000
02139,BANK OF GANSU,Equity,1000
02142,HBM HOLDINGS-B,Equity,1000
02145,CHICMAX,Equity,100
02146,ROISERV,Equity,500
02147,ZHENGWEI GROUP,Equity,4000
02149,BATELAB,Equity,100
02150,NAYUKI,Equity,500
02152,SUXIN SERVICES,Equity,500
02153,TAT HONG EQUIP,Equity,2000
02155,MORIMATSU INTL,Equity,1000
02156,C&D PROPERTY,Equity,1000
02157,LEPU BIO,Equity,1000
02158,YIDU TECH,Equity,100
02159,MEDIWELCOME,Equity,8000
02160,MP CARDIOFLOW-B,Equity,1000
02161,JBM HEALTHCARE,Equity,2000
02162,KEYMED BIO-B,Equity,500
02163,BROAD HOMES,Equity,300
02165,LING YUE SER GP,Equity,1000
02166,SMART-CORE,Equity,2000
02167,TI CLOUD,Equity,200
02168,KAISA PROSPER,Equity,250
02169,CANGGANGRAILWAY,Equity,2000
02170,BASECARE-B,Equity,500
02171,CARSGEN-B,Equity,500
02172,MICROPORT NEURO,Equity,1000
02175,CH GENERAL EDU,Equity,1000
02176,CCID CONSULTING,Equity,10000
02177,UNQ HOLDINGS,Equity,200
02178,PETRO-KING,Equity,1000
02179,RECBIO-B,Equity,500
02180,MANPOWER GRC,Equity,250
02181,MABPHARM-B,Equity,2000
02182,TIAN CHANG GP,Equity,4000
02185,BIOHEART-B,Equity,100
02186,LUYE PHARMA,Equity,500
02187,ZHIXIN GP HLDG,Equity,2000
02188,TITANS ENERGY,Equity,2000
02189,KATO (HK) HLDGS,Equity,4000
02190,ZYLOXTB,Equity,500
02191,SF REIT,Real Estate Investment Trusts,1000
02192,MEDLIVE,Equity,500
02193,MAN KING HOLD,Equity,4000
02195,UNITY ENT,Equity,10000
02196,FOSUN PHARMA,Equity,500
02197,CLOVER BIO-B,Equity,500
02198,CHINA SANJIANG,Equity,1000
02199,REGINA MIRACLE,Equity,1000
02202,CHINA VANKE,Equity,100
02203,BRAINHOLE TECH,Equity,10000
02205,KANGQIAO SER,Equity,1000
02208,GOLDWIND,Equity,200
02209,YESASIA HLDGS,Equity,1000
02210,BEIJING JIAYE,Equity,400
02211,UNI HEALTH,Equity,5000
02212,FB MINING,Equity,10000
02215,DEXIN SER GROUP,Equity,1000
02216,BRONCUS-B,Equity,500
02218,ANDRE JUICE,Equity,500
02219,CHAOJU EYE CARE,Equity,500
02221,NEW CONCEPTS,Equity,4000
02222,NVC INTL,Equity,10000
02223,CASABLANCA,Equity,2000
02225,JINHAI MED TECH,Equity,5000
02226,HONWORLD GP,Equity,500
02227,SOLIS HOLDINGS,Equity,4000
02228,XTALPI,Equity,1000
02230,MEDIALINK GROUP,Equity,5000
02231,JY GRANDMARK,Equity,1000
02232,CRYSTAL INTL,Equity,500
02233,WESTCHINACEMENT,Equity,2000
02235,MICROTECH MED-B,Equity,100
02236,WISON ENGRG,Equity,1000
02237,CHINA GRAPHITE,Equity,10000
02238,GAC GROUP,Equity,2000
02239,SMIT,Equity,1000
02245,LYGEND RESOURCE,Equity,200
02246,GOGOX,Equity,2000
02249,NEXCHIP,Equity,100
02250,B.DUCK SEMK,Equity,1000
02251,AIRDOC-B,Equity,100
02252,MEDBOT-B,Equity,500
02255,HAICHANG HLDG,Equity,1000
02256,ABBISKO-B,Equity,1000
02257,SIRNAOMICS-B,Equity,50
02258,WATTS INT'L,Equity,2000
02259,ZIJIN GOLD INTL,Equity,100
02260,VANOV HOLDINGS,Equity,2000
02261,NASN TECH,Equity,100
02262,SLD GROUP,Equity,3000
02263,FU SHEK FIN,Equity,10000
02265,HC ENV TECH,Equity,5000
02266,LAI SI ENT,Equity,2000
02268,WUXI XDC,Equity,500
02269,WUXI BIO,Equity,500
02270,DESUN SERVICES,Equity,2000
02271,ZHONGAN SERVICE,Equity,2000
02272,KEYTOP PARKING,Equity,60
02273,GUSHENGTANG,Equity,100
02276,CONANT OPTICAL,Equity,100
02279,YONGHE MEDICAL,Equity,500
02280,HC GROUP,Equity,500
02281,XINGLU WATER,Equity,1000
02282,MGM CHINA,Equity,400
02283,TK GROUP HLDG,Equity,2000
02285,CHERVON,Equity,100
02286,CHEN XING,Equity,1000
02288,RYKADAN CAPITAL,Equity,1000
02289,CHARMACY PHAR,Equity,500
02290,LUNG FUNG GROUP,Equity,500
02291,SCIENTECH,Equity,1000
02293,BAMBOOSHEALTH,Equity,4000
02295,MAXICITY,Equity,5000
02297,RAINMED-B,Equity,1000
02298,COSMO LADY,Equity,1000
02299,BILLION IND,Equity,2000
02302,CNNC INT'L,Equity,1000
02306,YH ENT,Equity,3000
02307,KAM HING INT'L,Equity,2000
02309,ZO FUTURE GROUP,Equity,2000
02310,TIMES UNI GP,Equity,2000
02312,LONG INV CORP,Equity,10000
02313,SHENZHOU INTL,Equity,100
02314,LEE & MAN PAPER,Equity,1000
02315,BIOCYTOGEN-B,Equity,500
02317,VEDAN INT'L,Equity,4000
02318,PING AN,Equity,500
02319,MENGNIU DAIRY,Equity,1000
02320,HOP FUNG GROUP,Equity,2000
02321,SWANGCHAICHUAN,Equity,5000
02322,MODERN INNO DT,Equity,8000
02324,CAPITAL VC,Equity,10000
02325,YUNKANG GROUP,Equity,3000
02326,NPE HOLDINGS,Equity,10000
02327,MEILLEUREHEALTH,Equity,6000
02328,PICC P&C,Equity,2000
02329,GLORY HEALTH,Equity,1000
02330,CHINA UPTOWN,Equity,8000
02331,LI NING,Equity,500
02333,GWMOTOR,Equity,500
02335,MICOT PHARMA-B,Equity,200
02336,SHUOAO INTL,Equity,10000
02337,UNITED STRENGTH,Equity,1000
02338,WEICHAI POWER,Equity,1000
02339,BWI INT'L,Equity,2000
02340,ISP HOLDINGS,Equity,4000
02342,COMBA,Equity,2000
02343,PACIFIC BASIN,Equity,1000
02347,YOHO GROUP,Equity,2000
02348,DAWNRAYS PHARMA,Equity,4000
02349,CHINA AI INFRA,Equity,4000
02350,MTT GROUP,Equity,5000
02352,DOWELL SERVICE,Equity,200
02355,BAOYE GROUP,Equity,2000
02356,DAHSING BANKING,Equity,400
02357,AVICHINA,Equity,1000
02358,JIU RONG HOLD,Equity,10000
02359,WUXI APPTEC,Equity,100
02360,BEST MART 360,Equity,2000
02361,SINOHEALTH TECH,Equity,500
02362,JINCHUAN INTL,Equity,1000
02363,TONGDA HONG TAI,Equity,5000
02367,GIANT BIOGENE,Equity,200
02368,EAGLE NICE,Equity,2000
02369,COOLPAD GROUP,Equity,4000
02370,REDCO HEALTHY,Equity,500
02371,CHUANGLIAN HOLD,Equity,8000
02372,WEILI HOLDINGS,Equity,4000
02373,BEAUTYFARM MED,Equity,500
02376,LUSHANGSERVICES,Equity,500
02377,BOQI ENV,Equity,1000
02378,PRU,Equity,50
02380,CHINA POWER,Equity,1000
02381,SMC ELECTRIC,Equity,10000
02382,SUNNY OPTICAL,Equity,100
02383,TOM GROUP,Equity,2000
02385,READBOY,Equity,400
02386,SINOPEC SEG,Equity,500
02388,BOC HONG KONG,Equity,500
02389,BJ HEALTH,Equity,6000
02390,ZHIHU-W,Equity,100
02391,TUYA-W,Equity,200
02392,XUANWU CLOUD,Equity,500
02393,YESTAR HEALTH,Equity,2500
02396,B&K CORP-B,Equity,200
02399,CN ANCHU ENERGY,Equity,1000
02400,XD INC,Equity,200
02402,SINOHYTEC,Equity,50
02405,POWERWIN TECH,Equity,4000
02407,GAUSH MEDITECH,Equity,100
02408,XIAO NOODLES,Equity,500
02409,SEACON,Equity,1000
02410,TYK MEDICINES-B,Equity,500
02411,PAGODA GP,Equity,500
02415,MEDSCI,Equity,250
02416,EDIANYUN,Equity,500
02418,DEEWIN,Equity,1500
02419,DEKON AGR,Equity,100
02420,ZIBUYU,Equity,500
02421,KRP DEVELOPMENT,Equity,2000
02422,REGO INTERACT,Equity,4000
02423,BEKE-W,Equity,100
02425,AUSTASIA GROUP,Equity,1000
02427,GUANZE MEDICAL,Equity,5000
02429,UBOX ONLINE,Equity,500
02431,MINIEYE,Equity,200
02432,DOBOT,Equity,200
02433,ZT HN GROUP,Equity,2000
02436,LX TECHNOLOGY,Equity,300
02438,MOBVOI,Equity,1000
02439,CH TREASURES NM,Equity,2000
02440,MEMESTRATEGY,Equity,1000
02442,EASY SMART GP,Equity,2000
02443,AUTOSTREETS,Equity,200
02450,HUAIBEI GD CO,Equity,1500
02451,LUYUAN GP HLDG,Equity,500
02453,CONCORD HC GP,Equity,200
02455,RUNHUA SERVICE,Equity,2000
02457,BUYANG INTL,Equity,5000
02458,GALA TECH HOLD,Equity,400
02459,SANERGY GROUP,Equity,10000
02460,CR BEVERAGE,Equity,200
02465,LOPAL TECH,Equity,500
02469,FENBI,Equity,500
02473,XXF,Equity,2500
02475,LUXSHARE ICT,Equity,100
02476,VGT,Equity,100
02477,WELLCELL HOLD,Equity,800
02479,TIANJUDIHE,Equity,50
02480,LUZHU BIOTECH-B,Equity,200
02481,SL GEMINI,Equity,1000
02482,LOGORY,Equity,1000
02483,K CASH,Equity,2000
02486,PLUS GP HOLDING,Equity,200
02487,CUTIA-B,Equity,200
02488,LAUNCH TECH,Equity,500
02489,PERSISTENCEGOLD,Equity,5000
02490,LC LOGISTICS,Equity,300
02493,MABWELL-B,Equity,200
02495,VOICECOMM,Equity,20
02496,YZYBIO-B,Equity,200
02497,FUJING HOLDINGS,Equity,2000
02498,ROBOSENSE,Equity,100
02499,FOLANGSI,Equity,200
02500,VENUS MEDTECH-B,Equity,500
02501,MAIYUE TECH,Equity,2000
02502,JINYUAN HCHEM,Equity,2000
02503,ZHONGSHENJIANYE,Equity,4000
02505,EDA GROUP HLDGS,Equity,1000
02506,XUNFEIHEALTH,Equity,50
02507,CIRRUS,Equity,100
02508,SAINT BELLA GP,Equity,500
02509,QYUNS-B,Equity,200
02510,TS LINES,Equity,1000
02511,HIGHTIDE-B,Equity,500
02512,CLOUD FACTORY,Equity,1000
02513,Z.AI,Equity,100
02515,TJCD,Equity,2000
02516,FAR INTL,Equity,4000
02517,GUOQUAN,Equity,400
02518,AUTOHOME-S,Equity,100
02519,AUGROUP,Equity,300
02520,SHANXI INSTALL,Equity,2000
02521,SHENGHUI CLEAN,Equity,7500
02522,RIMAG GROUP,Equity,500
02525,HESAI-W,Equity,100
02526,DIAGENS-B,Equity,50
02528,FW FASHION INT,Equity,2000
02529,HOLLWIN URBAN,Equity,1000
02530,NUMANS,Equity,8000
02531,CARLINK TECH,Equity,500
02533,BLACK SESAME,Equity,100
02535,WK GROUP,Equity,10000
02536,PALASINO,Equity,1000
02539,LEMO SERVICES,Equity,100
02540,LESI GROUP,Equity,2500
02543,DAHON TECH,Equity,100
02545,ZHONGGAN COMM,Equity,2000
02546,ZHIHUI MINING,Equity,1000
02549,CAROTE LTD,Equity,500
02550,EASOU TECH,Equity,500
02551,APT ELECTRONICS,Equity,1000
02552,HUA MEDICINE-B,Equity,500
02553,SHOUGANG LANZA,Equity,200
02555,CHABAIDAO,Equity,200
02556,MARKETINGFORCE,Equity,100
02558,JINSHANG BANK,Equity,1000
02559,DIDA INC,Equity,500
02560,CONCH MAT TECH,Equity,1000
02561,VISEN PHARMA-B,Equity,100
02562,SYNAGISTICS,Equity,500
02563,BIOSTAR PHARM-B,Equity,200
02565,PEGBIO CO-B,Equity,50
02566,JIUYUAN GENE,Equity,200
02567,QINIU,Equity,1000
02569,SOFT INTL,Equity,5000
02570,REFIRE,Equity,20
02571,SAIMO,Equity,200
02573,NEWTREND GROUP,Equity,200
02575,XUANZHUBIO-B,Equity,500
02576,TAIMEI TECH,Equity,200
02577,INNOSCIENCE,Equity,100
02579,CNGR,Equity,200
02580,AUX ELECTRIC,Equity,200
02581,BENQ HOLDING,Equity,500
02582,GUOFUHEE,Equity,50
02583,HIPINE,Equity,100
02585,MOKINGRAN,Equity,200
02586,DMALL,Equity,100
02587,HEALTHYWAY INC,Equity,500
02588,BOC AVIATION,Equity,100
02589,AUNTEA JENNY,Equity,30
02590,GEEKPLUS-W,Equity,200
02591,INNOGEN-B,Equity,200
02592,CLOUDBREAK-B,Equity,500
02593,HERBS GROUP,Equity,800
02595,GENFLEET-B,Equity,200
02596,YIBIN BANK,Equity,1000
02597,XUNZHONG,Equity,500
02598,LIANLIAN,Equity,500
02600,CHALCO,Equity,2000
02601,CPIC,Equity,200
02602,ONEWO,Equity,100
02603,JIHONG CO,Equity,500
02605,METALIGHT,Equity,400
02607,SH PHARMA,Equity,100
02608,SUNSHINE 100,Equity,1000
02609,BAYZED HEALTH,Equity,600
02610,NANSHAN AL INTL,Equity,100
02611,GTHT,Equity,200
02613,CONTIOCEAN,Equity,100
02616,CSTONE PHARMA-B,Equity,500
02617,TRANSTHERA-B,Equity,500
02618,JD LOGISTICS,Equity,100
02619,XJ ELECTRICS,Equity,1000
02621,SHOUHUI GROUP,Equity,400
02623,HK GOLD IND GP,Equity,500
02625,JIANGSU HORIZON,Equity,1000
02627,AB&B BIO-TECH-B,Equity,200
02628,CHINA LIFE,Equity,1000
02629,MIRXES-B,Equity,100
02630,VIGONVITA-B,Equity,200
02631,SICC,Equity,100
02632,NEW VISION CO,Equity,50
02633,JACOBSON PHARMA,Equity,2000
02635,NUOBIKAN,Equity,100
02637,HAIXI PHARMA,Equity,50
02638,HKELECTRIC-SS,Equity,500
02643,CAOCAO INC,Equity,100
02648,ANJOY FOOD,Equity,100
02649,ALSCO POOLING,Equity,500
02650,ZHIDA TECH,Equity,50
02651,DAZHONG DENTAL,Equity,100
02652,CF PHARMTECH,Equity,100
02655,GUOXIA TECH,Equity,100
02656,160 HEALTH,Equity,250
02657,FOREST CABIN,Equity,50
02658,TIANYU SEMI,Equity,50
02659,BAO PHARMA-B,Equity,100
02660,ZENGAME,Equity,2000
02661,QINGSONG HEALTH,Equity,200
02663,KPA-BM HLDGS,Equity,10000
02665,SEYOND,Equity,500
02666,UNI MEDICAL,Equity,500
02667,TONGRENTANGCARE,Equity,500
02668,PAK TAK INT'L,Equity,10000
02669,CHINA OVS PPT,Equity,5000
02670,YUNJI,Equity,50
02671,USAS BUILDING,Equity,300
02672,BAIGE DIGITAL,Equity,200
02675,EDGE MEDICAL-B,Equity,100
02676,NOVOSENSE,Equity,100
02677,DISTINCT HEALTH,Equity,50
02678,TEXHONG INTL GP,Equity,500
02680,AUSTRAX HLDGS,Equity,2000
02682,YUN LEE MARINE,Equity,4000
02683,WAHSUN HANDBAGS,Equity,2000
02685,QUANTGROUP,Equity,500
02687,ABLE DIGITAL,Equity,100
02688,ENN ENERGY,Equity,100
02689,ND PAPER,Equity,1000
02691,NANHUA FUTURES,Equity,500
02692,ZHAOWEI,Equity,100
02693,JINYAN KAOLIN,Equity,500
02695,IMPRESSION DHP,Equity,1000
02696,HENLIUS,Equity,100
02697,TH MEDICAL-B,Equity,20
02698,SOFTCARE,Equity,200
02699,XINMING CHINA,Equity,2000
02700,GREEN INTL HLDG,Equity,20000
02701,NSING TECH,Equity,200
02706,HAIZHI TECH GP,Equity,200
02714,MUYUAN,Equity,100
02715,ESTUN,Equity,200
02718,MININGLAMP-W,Equity,40
02720,RIDGE OUTDOOR,Equity,500
02722,CHONGQING M&E,Equity,2000
02723,DEEPZERO,Equity,100
02726,EPIWORLD,Equity,50
02727,SH ELECTRIC,Equity,2000
02728,JINTAI ENERGY H,Equity,4000
02729,GALAXIS TECH,Equity,200
02738,HUAJIN INTL,Equity,2000
02768,GON TECHNOLOGY,Equity,200
02772,ZHONGLIANG HLDG,Equity,500
02777,R&F PROPERTIES,Equity,400
02778,CHAMPION REIT,Real Estate Investment Trusts,1000
02779,CH XINHUA EDU,Equity,1000
02788,CHUANGXIN IND,Equity,500
02789,YUANDA CHINA,Equity,2000
02797,QIYUNSHAN FOOD,Equity,500
02798,PER ENERGY,Equity,5000
02799,CITIC FAMC,Equity,1000
02800,TRACKER FUND,Exchange Traded Products,500
02801,ISHARES CHINA,Exchange Traded Products,200
02802,A CSOP HSCEICC,Exchange Traded Products,100
02803,PP BEDROCK,Exchange Traded Products,500
02804,PREMIA VIET,Exchange Traded Products,50
02805,CG BS CNASEAN,Exchange Traded Products,100
02806,GX CN CONSUME,Exchange Traded Products,50
02807,GX CN ROBO&AI,Exchange Traded Products,50
02809,GX CN CLN EN,Exchange Traded Products,50
02810,PREMIAEMASEAN,Exchange Traded Products,50
02812,SAMSUNGCDGN,Exchange Traded Products,200
02814,SAMSUNG FANG,Exchange Traded Products,200
02815,GX CN LIL GIANT,Exchange Traded Products,50
02817,PP CGBOND,Exchange Traded Products,20
02818,PANDO BITCOIN,Exchange Traded Products,100
02819,ABF HK IDX ETF,Exchange Traded Products,100
02820,GX CN BIOTECH,Exchange Traded Products,50
02821,ABF PAIF,Exchange Traded Products,10
02822,CSOP A50 ETF,Exchange Traded Products,200
02823,ISHARES A50,Exchange Traded Products,100
02824,EFUND GOLD MI,Exchange Traded Products,100
02825,WISECSIHK100ETF,Exchange Traded Products,200
02826,GX CN CLOUD,Exchange Traded Products,50
02827,WISE CSI300 ETF,Exchange Traded Products,200
02828,HSCEI ETF,Exchange Traded Products,200
02829,ISHARESCGB,Exchange Traded Products,10
02830,CSOP SAUDI,Exchange Traded Products,10
02832,BOSERA STAR50,Exchange Traded Products,100
02834,ISHARESND100,Exchange Traded Products,10
02835,PHILLIP HKNEWEQ,Exchange Traded Products,100
02836,ISHARES INDIA,Exchange Traded Products,200
02837,GX HS TECH,Exchange Traded Products,100
02838,HS FCI50 ETF,Exchange Traded Products,100
02839,CAM MSCI A50,Exchange Traded Products,50
02840,SPDR GOLD TRT,Exchange Traded Products,1
02841,GX CN MEDTECH,Exchange Traded Products,50
02843,AMUNDI A50,Exchange Traded Products,200
02845,GX CN EV BATT,Exchange Traded Products,50
02846,ISHARESCSI300,Exchange Traded Products,100
02848,TRMSCIKOREA,Exchange Traded Products,10
02858,YIXIN,Equity,500
02863,GOLDEN FAITH GP,Equity,3000
02865,DRINDA,Equity,100
02866,COSCO SHIP DEV,Equity,1000
02869,GREENTOWN SER,Equity,2000
02877,SHINEWAY PHARM,Equity,1000
02878,SOLOMON SYSTECH,Equity,2000
02880,LIAONING PORT,Equity,2000
02881,WUHAN YOUJI,Equity,500
02882,3DG HOLDINGS,Equity,5000
02883,CHINA OILFIELD,Equity,2000
02885,PEIPORT HOLD,Equity,2000
02886,BINHAI INV,Equity,2000
02888,STANCHART,Equity,50
02889,PATEO,Equity,20
02892,MILLION CITIES,Equity,2000
02898,SUNHO BIO-B,Equity,200
02899,ZIJIN MINING,Equity,2000
02900,LVJI TECH-OLD,Equity,40
02901,FANTASIA,Equity,300
02903,SUNCORP TEC-OLD,Equity,2000
02904,CMON RTS,Equity,2000
02905,CN CULTURE-20K,Equity,20000
02907,CH WOOD INT RTS,Equity,30000
02990,DT CAPITAL-OLD,Equity,2000
02991,POLY XVERSE-OLD,Equity,1000
02995,ARTINI HLDG-OLD,Equity,4000
03001,PP CNUSDPROP,Exchange Traded Products,5
03003,CSOP MSCI A 50,Exchange Traded Products,100
03004,CSOP VIETNAM30,Exchange Traded Products,100
03005,X CSOPCSI500,Exchange Traded Products,200
03006,A GX AI TECH,Exchange Traded Products,50
03007,TR MSCI CHINA A,Exchange Traded Products,10
03008,BOS HSK BTC,Exchange Traded Products,100
03009,BOS HSK ETH,Exchange Traded Products,100
