# 港股主表 · 来自港交所官方 ListOfSecurities · 更新至 19/08/2026
# 由 scripts/gen_hk_master_csv.py 生成 · 共 3226 条(股票/ETF/REITs)
# name_en 是港交所给的英文名 —— 公开数据里没有中文名,不臆造
code,name_en,category,lot_size
00853,MICROPORT,Equity,100
00854,WILLAS-ARRAY,Equity,1000
00855,CHINA WATER,Equity,2000
00856,VSTECS,Equity,2000
00857,PETROCHINA,Equity,2000
00858,EXTRAWELL PHAR,Equity,10000
00859,ZHONGCHANG INTL,Equity,2000
00860,APOLLO FMG,Equity,4000
00861,DC HOLDINGS,Equity,1000
00862,VISION VALUES,Equity,10000
00863,OSL GROUP,Equity,500
00864,WING LEE PPT,Equity,4000
00865,JIANDE INT'L,Equity,4000
00866,CHINA QINFA,Equity,2000
00867,CMS,Equity,1000
00868,XINYI GLASS,Equity,1000
00869,PLAYMATES TOYS,Equity,4000
00871,CH DREDG ENV,Equity,20000
00873,SHIMAO SERVICES,Equity,1000
00874,BAIYUNSHAN PH,Equity,2000
00875,CONGYU INTE AGR,Equity,2000
00876,KAISA HEALTH,Equity,2000
00878,SOUNDWILL HOLD,Equity,500
00880,SJM HOLDINGS,Equity,1000
00881,ZHONGSHENG HLDG,Equity,500
00882,TIANJIN DEV,Equity,2000
00883,CNOOC,Equity,1000
00884,CIFI HOLD GP,Equity,2000
00887,EMPEROR WATCH&J,Equity,10000
00888,BLOCKFIN HLDG,Equity,2000
00889,DATRONIX HOLD,Equity,2000
00893,CHINAVTM MINING,Equity,1000
00894,MAN YUE TECH,Equity,2000
00895,DONGJIANG ENV,Equity,200
00896,HANISON,Equity,2000
00897,WAI YUEN TONG,Equity,5000
00898,MULTIFIELD INTL,Equity,2000
00899,ZHONG JIA GX,Equity,10000
00900,AEON CREDIT,Equity,2000
00901,SDMC,Equity,100
00902,HUANENG POWER,Equity,2000
00905,WALNUT CAP,Equity,16000
00907,ELEGANCEOPTICAL,Equity,20000
00909,MING YUAN CLOUD,Equity,1000
00910,CHINA SANDI,Equity,6000
00911,QIANHAI HEALTH,Equity,10000
00912,SUGA INT'L,Equity,2000
00913,HARBOUR DIGITAL,Equity,10000
00914,CONCH CEMENT,Equity,500
00915,DAOHE GLOBAL,Equity,1000
00916,CHINA LONGYUAN,Equity,1000
00917,QUNABOX GROUP,Equity,100
00918,MAJESTIC DRAGON,Equity,6000
00919,MODERNHEALTHTEC,Equity,4000
00921,HISENSE HA,Equity,1000
00922,ANXIANYUAN CH,Equity,10000
00923,IWS,Equity,2000
00924,KHOON GROUP,Equity,8000
00926,BESUNYEN,Equity,1000
00927,FUJIKON IND,Equity,2000
00928,KING INTL INV,Equity,20000
00929,IPE GROUP,Equity,5000
00931,CHINA HK POWER,Equity,2000
00932,SHUNTEN INTL,Equity,4000
00933,VIVA GOODS,Equity,8000
00934,SINOPEC KANTONS,Equity,2000
00936,KAISA CAPITAL,Equity,10000
00938,MAN SANG INT'L,Equity,2000
00939,CCB,Equity,1000
00941,CHINA MOBILE,Equity,500
00943,ZHONGZHENG INTL,Equity,16000
00945,MANULIFE-S,Equity,100
00947,MOBI DEV,Equity,1000
00948,ALPHA PRO HLDGS,Equity,20000
00950,LEE'S PHARM,Equity,500
00951,CHAOWEI POWER,Equity,1000
00952,QUAM PLUS FIN,Equity,10000
00953,SHAW BROTHERS,Equity,2000
00954,CHANGMAO BIO,Equity,4000
00956,CHINA SUNTIEN,Equity,1000
00959,CENTURY ENT INT,Equity,10000
00960,LONGFOR GROUP,Equity,500
00966,CHINA TAIPING,Equity,200
00968,XINYI SOLAR,Equity,2000
00969,HUA LIEN INT'L,Equity,2000
00970,NEW SPARKLEROLL,Equity,2000
00974,SKL,Equity,1000
00975,MONGOL MINING,Equity,3000
00976,CHIHO ENV,Equity,2000
00978,CHI MER LAND,Equity,2000
00979,GREEN ENERGY GP,Equity,2000
00980,LIANHUA,Equity,1000
00981,SMIC,Equity,500
00983,SOCAM DEV,Equity,2000
00984,AEON STORES,Equity,500
00986,DUFU LIQUOR GP,Equity,5000
00987,CH RENEW EN INV,Equity,2000
00989,CHINA CBS INTL,Equity,10000
00990,DEEP SOURCE,Equity,10000
00991,DATANG POWER,Equity,2000
00992,LENOVO GROUP,Equity,2000
00993,XINKONG INT CAP,Equity,1000
00994,CT VISION,Equity,4000
00995,ANHUIEXPRESSWAY,Equity,2000
00997,CHINLINK INTL,Equity,8000
00998,CITIC BANK,Equity,1000
00999,XIAOCAIYUAN,Equity,800
01000,BEIJING MEDIA,Equity,500
01001,HK SH ALLIANCE,Equity,2000
01002,V.S. INT'L,Equity,4000
01003,HUANXI MEDIA,Equity,10000
01004,C SMARTERENERGY,Equity,10000
01005,MATRIX HOLDINGS,Equity,2000
01007,LONGHUI INTL,Equity,4000
01008,LITU HOLDINGS,Equity,2000
01009,INT'L ENT,Equity,10000
01010,SKY BLUE 11,Equity,2000
01011,NT PHARMA,Equity,10000
01013,WAI CHUN GROUP,Equity,10000
01020,CIPRUN TECH,Equity,4000
01021,HUAYAN ROBOTICS,Equity,200
01022,FEIYU,Equity,1500
01023,SITOY GROUP,Equity,1000
01024,KUAISHOU-W,Equity,100
01025,KNT HOLDINGS,Equity,8000
01026,UNIVERSAL TECH,Equity,10000
01027,ASIA STRAT TECH,Equity,10000
01028,C.BANNER,Equity,1000
01029,IRC,Equity,4000
01030,SEAZEN,Equity,2000
01033,SINOPEC SSC,Equity,2000
01036,VANKE OVERSEAS,Equity,1000
01037,MAXNERVA TECH,Equity,2000
01038,CKI HOLDINGS,Equity,500
01039,CHANGYOU INT GP,Equity,1000
01044,HENGAN INT'L,Equity,500
01045,APT SATELLITE,Equity,2000
01046,UNIVERSE ENT,Equity,5000
01047,NGAI HING HONG,Equity,2000
01049,CELESTIAL ASIA,Equity,2000
01050,KARRIE INT'L,Equity,2000
01051,G-RESOURCES,Equity,1000
01052,YUEXIUTRANSPORT,Equity,2000
01053,CHONGQING IRON,Equity,2000
01055,CHINA SOUTH AIR,Equity,2000
01057,ZHEJIANG SHIBAO,Equity,2000
01058,NAMYUE HOLDINGS,Equity,2000
01059,KANTONE HOLDING,Equity,3000
01060,DAMAI ENT,Equity,10000
01061,ESSEX BIO-TECH,Equity,1000
01062,CDB INT'L INV,Equity,10000
01063,SUNCORP TEC-NEW,Equity,5000
01064,ZHONG HUA INT'L,Equity,5000
01065,TIANJIN CAPITAL,Equity,2000
01066,WEIGAO GROUP,Equity,400
01068,YURUN FOOD,Equity,1000
01069,CN HEALTH TECH,Equity,10000
01070,TCL ELECTRONICS,Equity,1000
01071,HUADIAN POWER,Equity,2000
01072,DONGFANG ELEC,Equity,200
01073,DA YU FIN,Equity,5000
01075,CAPINFO,Equity,1000
01079,PINE TECH,Equity,2000
01080,SHENGLI PIPE,Equity,1500
01081,DAJIN,Equity,100
01082,BDV EDU INTL,Equity,4000
01083,TG SMART ENERGY,Equity,1000
01084,GREEN FRESH BIO,Equity,2000
01085,HXTL,Equity,2000
01086,GOODBABY INTL,Equity,1000
01087,INVESTECH HLDGS,Equity,2000
01088,CHINA SHENHUA,Equity,500
01090,DA MING INT'L,Equity,2000
01091,SOUTH MANGANESE,Equity,1000
01093,CSPC PHARMA,Equity,2000
01094,CHERISH SUN,Equity,8000
01097,I-CABLE COMM,Equity,20000
01098,ROAD KING INFRA,Equity,1000
01099,SINOPHARM,Equity,400
01100,MAINLAND HOLD,Equity,2000
01101,HUARONG ENERGY,Equity,2000
01102,ENVIRO ENERGY,Equity,2000
01104,APAC RESOURCES,Equity,20000
01105,SING TAO,Equity,2000
01107,MODERN LAND,Equity,2000
01108,TRIUMPH NEW EN,Equity,2000
01109,CHINA RES LAND,Equity,500
01110,KINGWORLD,Equity,4000
01111,HUASHI GROUP,Equity,4000
01112,H&H INTL HLDG,Equity,500
01113,CK ASSET,Equity,500
01114,BRILLIANCE CHI,Equity,2000
01115,5100 XIZANG,Equity,10000
01116,HC TECH GP,Equity,10000
01117,CH MODERN D,Equity,1000
01118,GOLIK HOLDINGS,Equity,10000
01119,IDREAMSKY,Equity,400
01120,ARTS OPTICAL,Equity,2000
01121,GOLDENSOLAR,Equity,2000
01122,QINGLING MOTORS,Equity,2000
01123,CHINA-HK PHOTO,Equity,2000
01124,COASTAL GL,Equity,10000
01125,LAI FUNG HOLD,Equity,400
01126,DREAM INT'L,Equity,500
01127,LION ROCK GROUP,Equity,4000
01128,WYNN MACAU,Equity,400
01129,WATER INDUSTRY,Equity,4000
01130,CHINA ENV RES,Equity,20000
01132,ORANGE SKY G H,Equity,5000
01133,HARBIN ELECTRIC,Equity,2000
01134,KELFRED,Equity,4000
01137,HK TECH VENTURE,Equity,1000
01138,COSCO SHIP ENGY,Equity,2000
01140,HK.AI CAPITAL,Equity,4000
01141,CMBC CAPITAL,Equity,1000
01142,E&P GLOBAL,Equity,2000
01145,COURAGE INV,Equity,20000
01146,HUICHENG INTL H,Equity,2000
01147,EDENSOFT,Equity,10000
01148,POWER XINCHEN,Equity,1000
01150,MILAN STATION,Equity,10000
01152,MOMENTUM FIN,Equity,2000
01153,JIAYUAN SER,Equity,1000
01156,CHINANEWENERGY,Equity,4000
01157,ZOOMLION,Equity,200
01159,SMART DIGI TECH,Equity,2000
01160,GOLDSTONE CAP,Equity,100000
01161,WATER OASIS GP,Equity,2000
01162,LUMINA GROUP,Equity,8000
01163,ADTIGER CORP,Equity,2500
01164,CGN MINING,Equity,5000
01165,SFCE,Equity,2000
01166,SOLARTECH INT'L,Equity,10000
01167,JACOBIO-B,Equity,300
01168,Z FIN,Equity,1000
01170,KINGMAKER,Equity,2000
01171,YANKUANG ENERGY,Equity,2000
01172,MAGNUSCONCORDIA,Equity,20000
01173,VEEKO INT'L,Equity,20000
01176,ZHUGUANG HOLD,Equity,2000
01177,SBP GROUP,Equity,1000
01179,HWORLD-S,Equity,100
01180,PARADISE ENT,Equity,4000
01181,TANG PALACE,Equity,2000
01182,SUCCESS DRAGON,Equity,5000
01183,MECOM POWER,Equity,2000
01184,S.A.S. DRAGON,Equity,2000
01186,CHINA RAIL CONS,Equity,500
01187,COFOE MEDICAL,Equity,100
01188,HYBRID KINETIC,Equity,2000
01191,CREALIGHTS,Equity,50
01193,CHINA RES GAS,Equity,100
01195,KINGWELL GROUP,Equity,4000
01196,REALORD TECH,Equity,2000
01198,ROYALE HOME,Equity,2000
01199,COSCO SHIP PORT,Equity,2000
01200,MIDLAND HOLDING,Equity,2000
01201,TESSON HOLDINGS,Equity,3000
01202,SIWI SCI & TECH,Equity,2000
01203,GUANGNAN (HOLD),Equity,2000
01204,BOARDWARE INTEL,Equity,2000
01205,CITIC RESOURCES,Equity,2000
01206,TECHNOVATOR,Equity,2000
01208,MMG,Equity,4000
01209,CHINA RES MIXC,Equity,200
01211,BYD COMPANY,Equity,100
01213,MOBICON GROUP,Equity,2000
01215,KAI YUAN HLDGS,Equity,20000
01216,ZYBANK,Equity,1000
01217,CH INNOVATION,Equity,40000
01218,EASYKNIT INT'L,Equity,1000
01220,ZHIDAO INT'L,Equity,30000
01221,SINO HOTELS,Equity,2000
01222,WANG ON GROUP,Equity,20000
01223,SYMPHONY HOLD,Equity,10000
01224,C C LAND,Equity,1000
01225,LERADO FIN,Equity,10000
01226,CH INV FIN GP,Equity,10000
01228,CANBRIDGE-B,Equity,1000
01229,NAN NAN RES,Equity,2000
01231,NEWTON RES,Equity,2000
01232,GW TIANDI,Equity,8000
01233,TIMES CHINA,Equity,1000
01234,CHINA LILANG,Equity,1000
01235,TRAVEL EXPERT,Equity,5000
01236,LDROBOT,Equity,200
01237,CH ENV TECH&BIO,Equity,10000
01238,POWERLONG,Equity,1000
01239,TEAMWAY INTL GP,Equity,20000
01240,CNQC INT'L,Equity,2500
01241,SHUANGHUA H,Equity,2000
01243,WANG ON PPT,Equity,4000
01244,3D MEDICINES,Equity,500
01245,NIRAKU,Equity,2000
01247,MIKO INTL,Equity,6000
01250,SDHS NEW ENERGY,Equity,1000
01251,SPT ENERGY,Equity,2000
01252,CHINA TIANRUI,Equity,1000
01253,GREEN BROAD,Equity,12000
01255,TATA HEALTH,Equity,2000
01257,CEB GREENTECH,Equity,1000
01258,CHINFMINING,Equity,1000
01259,PROSPER FUTURE,Equity,1000
01260,WONDERFUL SKY,Equity,2000
01262,LABIXIAOXIN,Equity,2000
01265,TIANJINJINRAN,Equity,10000
01268,MEIDONG AUTO,Equity,2000
01269,FIRST CAP GP,Equity,10000
01270,LANGHAM-SS,Equity,2000
01271,GRAND MING,Equity,1000
01272,DATANG ENVIRO,Equity,1000
01273,HK FINANCE GP,Equity,4000
01274,IMOTIONTECH,Equity,100
01276,HENGRUI PHARMA,Equity,200
01277,KINETIC DEV,Equity,2000
01278,CHINANEWTOWN,Equity,2500
01280,QIDIAN GUOFENG,Equity,2000
01281,XINDA INV HLDGS,Equity,1000
01282,RENZE HARVEST,Equity,8000
01283,ACCEL GROUP,Equity,5000
01284,NEW MEDIA LAB,Equity,5000
01285,JIASHILI GP,Equity,1000
01286,IMPRO PRECISION,Equity,1000
01288,ABC,Equity,1000
01289,SUNLIT SCI,Equity,500
01290,CHINA HUIRONG,Equity,2000
01292,CMA LOGISTICS,Equity,1000
01293,GRAND BAOXIN,Equity,500
01298,YUNNAN ENERGY,Equity,1000
01299,AIA,Equity,200
01300,TRIGIANT,Equity,2000
01301,D&G TECH,Equity,2000
01302,LIFETECH SCI,Equity,2000
01303,HUILI RES,Equity,2000
01304,FORTIOR,Equity,100
01305,WAI CHI HOLD,Equity,1000
01308,SITC,Equity,1000
01310,HKBN,Equity,500
01312,KONTA CHINA,Equity,6000
01313,CR BLDG MAT TEC,Equity,2000
01314,TSUI WAH HLDG,Equity,2000
01315,GREEN ECONOMY,Equity,10000
01316,NEXTEER,Equity,1000
01317,MAPLELEAF EDU,Equity,2000
01318,MAO GEPING,Equity,100
01319,OIWAHPAWN,Equity,8000
01321,CHINA NEWCITY,Equity,2000
01323,HUASHENG INTL,Equity,20000
01326,TRANSMIT ENT,Equity,8000
01327,LUXXU GROUP,Equity,20000
01328,GOLDSTREAM INV,Equity,1000
01330,DYNAGREEN ENV,Equity,1000
01332,TOUYUN BIOTECH,Equity,10000
01333,BRETON,Equity,200
01334,RUICHANG INTL,Equity,2500
01335,SHEEN TAI,Equity,2000
01336,NCI,Equity,100
01338,BAWANG GROUP,Equity,2000
01339,PICC GROUP,Equity,1000
01340,HUISHENG INTL,Equity,10000
01341,HAO TIAN INTL,Equity,8000
01343,WEI YUAN HLDG,Equity,5000
01345,SH PIONEER HLDG,Equity,1000
01346,LEVER STYLE,Equity,4000
01347,HUA HONG GRACE,Equity,1000
01348,QUALI-SMART,Equity,2000
01349,FUDANZHANGJIANG,Equity,1000
01351,BRIGHT FUTURE,Equity,2000
01354,KINGFARPROPERTY,Equity,300
01355,BIOSYSEN,Equity,20000
01357,MEITU,Equity,500
01358,PW MEDTECH,Equity,1000
01359,CHINA CINDA,Equity,1000
01361,361 DEGREES,Equity,1000
01362,SIS MOBILE,Equity,4000
01364,GUMING,Equity,400
01368,XTEP INT'L,Equity,500
01370,AOWEI HOLDING,Equity,1000
01371,CHINA ECOTOUR,Equity,2000
01372,C CARBONNEUTRAL,Equity,1000
01373,IH RETAIL,Equity,1000
01375,CC SECURITIES,Equity,1000
01376,RAFFLESINTERIOR,Equity,8000
01377,DTECH,Equity,100
01378,CHINAHONGQIAO,Equity,500
01379,WENLING MCT,Equity,500
01380,CHI KINGSTONE,Equity,10000
01382,PACIFICTEXTILES,Equity,1000
01384,DEEPEXI TECH,Equity,200
01385,SHANGHAI FUDAN,Equity,1000
01388,EMBRY HOLDINGS,Equity,1000
01389,MAJOR HLDGS,Equity,12000
01392,HQVT,Equity,500
01393,HIDILI INDUSTRY,Equity,1000
01395,ELL ENV,Equity,5000
01396,GBA AI COMP,Equity,2000
01397,BAGUIO GREEN,Equity,4000
01398,ICBC,Equity,1000
01399,VESON HLDG,Equity,2000
01400,MOODY TECH HLDG,Equity,10000
01401,FUTURE MACH LTD,Equity,2000
01402,I-CONTROL,Equity,10000
01405,DPC DASH,Equity,100
01406,CLARITY MEDICAL,Equity,1250
01407,JY GAS,Equity,2000
01408,MACAU E&M,Equity,2000
01410,EDVANCE INTL,Equity,10000
01412,Q P GROUP,Equity,2000
01413,FEG HOLDINGS,Equity,7000
01415,COWELL,Equity,1000
01416,CTR HOLDINGS,Equity,10000
01417,RIVERINE CHINA,Equity,2000
01418,SINOMAX GROUP,Equity,2000
01419,HUMAN HEALTH,Equity,2000
01420,CHUAN HOLDING,Equity,4000
01421,PROSP GP INTL,Equity,5000
01425,JUSTIN ALLEN H,Equity,5000
01426,SPRING REIT,Real Estate Investment Trusts,1000
01427,CH TIANBAO GP,Equity,1000
01428,BRIGHT SMART,Equity,2000
01429,SKYMISSION GP,Equity,8000
01431,YST DAIRY,Equity,1000
01432,CHINASHENGMU-PF,Equity,1000
01433,CIRTEK HLDGS,Equity,10000
01440,STAR SHINE HLDG,Equity,2500
01442,INFINITY L&T,Equity,5000
01443,FULUM GP HLDG,Equity,2000
01446,HUNGFOOKTONG,Equity,2000
01447,SFK,Equity,2000
01448,FU SHOU YUAN,Equity,1000
01449,LEADER EDU,Equity,1000
01450,BE FRIENDS HLDG,Equity,2000
01451,MS GROUP HLDGS,Equity,2000
01452,DENOX ENV,Equity,1000
01455,FOURACE IND GP,Equity,5000
01456,GLMS SEC,Equity,500
01458,ZHOU HEI YA,Equity,500
01459,JUJIANG CONS,Equity,2000
01460,ICO GROUP,Equity,8000
01461,ZHONGTAIFUTURES,Equity,1000
01463,C-LINK SQ,Equity,2000
01466,BAIJIN LIFE SCI,Equity,8000
01468,JAKOTA CAPITAL,Equity,10000
01470,PROSPER ONE,Equity,4000
01471,ZHONGMIAO,Equity,100
01472,SANG HING HLDGS,Equity,5000
01473,PANGAEA CONNECT,Equity,4000
01475,NISSIN FOODS,Equity,1000
01476,FIN STREET SEC,Equity,1000
01477,OCUMENSION-B,Equity,500
01478,Q TECH,Equity,1000
01480,YAN TAT GROUP,Equity,2000
01481,SMART GLOBE,Equity,10000
01483,NET-A-GO TECH,Equity,2000
01486,C CHENG HLDGS,Equity,10000
01488,BEST FOOD HLDG,Equity,2000
01489,GC CONSTRUCTION,Equity,5000
01490,AI X TECH,Equity,4000
01496,AP RENTALS,Equity,4000
01497,YAN PALACE,Equity,400
01498,PURAPHARM,Equity,500
01499,OKG TECH,Equity,10000
01500,INCON,Equity,5000
01501,INT MEDICAL,Equity,200
01502,FIN STREET PPT,Equity,1000
01503,CMC REIT,Real Estate Investment Trusts,1000
01508,CHINA RE,Equity,1000
01511,UISEE TECH,Equity,50
01513,LIVZON PHARMA,Equity,100
01515,CR MEDICAL,Equity,500
01516,SUNAC SERVICES,Equity,1000
01518,NC HEALTHCARE,Equity,500
01519,J&T EXPRESS-W,Equity,200
01520,VIRTUAL MIND,Equity,6000
01521,FRONTAGE,Equity,2000
01522,BII TRANS TECH,Equity,4000
01523,PLOVER BAY TECH,Equity,1000
01525,GENCH EDU,Equity,500
01526,RICI HEALTH,Equity,1000
01527,TENGY ENV,Equity,200
01528,RS MACALLINE,Equity,200
01529,YUES INTL HLDG,Equity,2000
01530,3SBIO,Equity,500
01532,CHINA PARTYTIME,Equity,3000
01536,YUK WING GP,Equity,2000
01538,ZHONG AO HOME,Equity,2000
01539,UNITY GP HLDGS,Equity,2000
01540,LEFTFIELD PRINT,Equity,3000
01541,IMMUNEONCO-B,Equity,200
01542,TAIZHOU WATER,Equity,1000
01543,JOIN-SHARE,Equity,2000
01545,DESIGN CAPITAL,Equity,10000
01546,THELLOY DEV,Equity,8000
01547,IBI GROUP HLDGS,Equity,8000
01548,GENSCRIPT BIO,Equity,2000
01549,EVER HARVEST GP,Equity,8000
01551,GRCB,Equity,1000
01552,BHCC HOLDING,Equity,5000
01553,MAIKE TUBE,Equity,2000
01555,MIE HOLDINGS,Equity,2000
01556,CHINNEY KW,Equity,5000
01557,K.H. GP HLDGS,Equity,4000
01559,KWAN ON HLDGS,Equity,10000
01560,STAR GROUP ASIA,Equity,2000
01561,PAN ASIA DATA H,Equity,4000
01563,ALLI INTL ED LE,Equity,1000
01565,VIRSCEND EDU,Equity,1000
01566,CA CULTURAL,Equity,5000
01568,SUNDART HLDGS,Equity,2000
01569,MINSHENG EDU,Equity,2000
01570,WEIYE HOLDINGS,Equity,1000
01571,XIN POINT HOLD,Equity,1000
01572,CHINA ART FIN,Equity,4000
01575,REGAL PARTNERS,Equity,2000
01576,QILU EXPRESSWAY,Equity,1000
01577,HUIXIN CREDIT,Equity,2000
01578,BANK OF TIANJIN,Equity,500
01579,YIHAI INTL,Equity,1000
01580,DA SEN HLDGS,Equity,30000
01581,PROGRESSIVE P,Equity,10000
01582,CR CONSTRUCTION,Equity,2500
01583,QINQIN FOODS,Equity,1000
01585,YADEA,Equity,2000
01586,LEON INSPECTION,Equity,4000
01587,SHINEROAD INTL,Equity,4000
01588,CHANJET,Equity,200
01591,SHUN WO GROUP,Equity,20000
01592,ANCHORSTONE,Equity,10000
01593,CHEN LIN EDU,Equity,2000
01596,YICHEN IND,Equity,1000
01597,NATURE ENERGY T,Equity,1000
01598,21CENTURY EDU,Equity,3000
01599,UCD,Equity,1000
01600,TIAN LUN GAS,Equity,500
01601,ZGC TEC LEASING,Equity,2000
01606,CDB LEASING,Equity,2000
01608,VPOWER GROUP,Equity,1000
01609,STAR SPORTS MED,Equity,50
01610,COFCO JOYCOME,Equity,1000
01611,BITFIRE GROUP,Equity,500
01612,VINCENT MED,Equity,2000
01613,SYNERTONE,Equity,6400
01615,AB BUILDERS,Equity,5000
01616,A METAVERSE,Equity,2000
01617,NANFANG COMM,Equity,4000
01618,MCC,Equity,1000
01620,CINESE INTL,Equity,10000
01621,VICO INTL HLDGS,Equity,8000
01622,REDCO GROUP,Equity,2000
01623,HILONG,Equity,1000
01626,JIA YAO HLDGS,Equity,1000
01627,ABLE ENG HLDGS,Equity,4000
01628,YUZHOU GROUP,Equity,5000
01629,CHAMP ALLI INTL,Equity,4000
01630,KIN SHING HLDGS,Equity,6000
01631,REF HOLDINGS,Equity,5000
01632,MSCTECH,Equity,2000
01633,SHEUNG YUE GP,Equity,3000
01635,DZUG,Equity,1000
01636,CMRU,Equity,8000
01637,SH GROUP HLDG,Equity,2000
01638,KAISA GROUP,Equity,1000
01640,QIAN XUN TECH,Equity,2000
01641,HX COLDCHAIN,Equity,500
01643,MODERN CHI MED,Equity,3000
01645,HAINA INTEL,Equity,4000
01647,GRANDSHORES,Equity,5000
01650,HYGIEIA GROUP,Equity,8000
01651,TSUGAMI CHINA,Equity,500
01652,FUSEN PHARM,Equity,1000
01653,MOS HOUSE,Equity,20000
01655,OKURA HOLDINGS,Equity,5000
01656,ISDN HOLDINGS,Equity,2000
01657,SG GROUP HLDGS,Equity,500
01658,PSBC,Equity,1000
01660,SEVEN ELEMENTS,Equity,8000
01661,CH FRONTIER TEC,Equity,6000
01662,YEE HOP HLDGS,Equity,1000
01663,S HARBOURHOLD,Equity,2000
01666,TONG REN TANG,Equity,1000
01667,DIMMI LIFE HLDG,Equity,10000
01668,CHINASOUTHCITY,Equity,2000
01669,GIC GROUP,Equity,2000
01671,TIANBAO ENERGY,Equity,2000
01672,ASCLETIS-B,Equity,1000
01673,HUAZHANG TECH,Equity,2000
01675,ASIAINFO TECH,Equity,400
01676,GAODI HOLDINGS,Equity,10000
01679,RISECOMM GP,Equity,5000
01680,MACAU LEGEND,Equity,4000
01681,CONSUN PHARMA,Equity,1000
01682,HP LIVING TECH,Equity,4000
01683,HOPE LIFE INT,Equity,16000
01685,BOER POWER,Equity,1000
01686,SUNEVISION,Equity,1000
01688,LINGYI ITECH,Equity,660
01689,HUAXIHOLDINGS,Equity,2000
01690,LAP KEI ENGRG,Equity,10000
01691,JS GLOBAL LIFE,Equity,500
01692,TOWNRAY HLDGS,Equity,2000
01693,BGMC,Equity,2000
01695,S&P INTL HLDG,Equity,5000
01696,SISRAM MED,Equity,400
01697,SDITC,Equity,1800
01698,TME-SW,Equity,100
01701,TU YI HLDG,Equity,4000
01702,DONGGUANG CHEM,Equity,4000
01703,EASYHOLD GROUP,Equity,5000
01705,B & S INTL HLDG,Equity,4000
01707,GEOTECH HLDGS,Equity,8000
01708,SAMPLE TECH,Equity,500
01709,DL HOLDINGS GP,Equity,1000
01710,TRIO IND ELEC,Equity,4000
01711,ULFERTS,Equity,10000
01712,DRAGON MINING,Equity,1000
01713,SICHUAN EN INV,Equity,2000
01715,AI HEALTH TECH,Equity,10000
01716,MOST KWAI CHUNG,Equity,2000
01717,AUSNUTRIA,Equity,1000
01718,WAN KEI GROUP,Equity,5000
01719,CIL GROUP,Equity,4000
01720,PUTIAN COMM,Equity,4000
01721,FSM HOLDINGS,Equity,5000
01722,KIN PANG HLDGS,Equity,10000
01723,MOON INC,Equity,2000
01725,C STRATEGIC TEC,Equity,200
01726,HKE HOLDINGS,Equity,5000
01727,HEBEI CONS,Equity,500
01728,ZHENGTONGAUTO,Equity,500
01729,TIME INTERCON,Equity,1000
01731,PROSPEROUS IND,Equity,4000
01732,XIANGXING TECH,Equity,20000
01733,E-COMMODITIES,Equity,2000
01735,CENTRAL NEW EGY,Equity,1000
01736,PARENTING NET,Equity,5000
01737,A & S GROUP,Equity,10000
01738,FS ANTHRACITE,Equity,2500
01739,QEEKA HOME,Equity,500
01740,VALUES CULTURAL,Equity,5000
01741,SHING CHI HLDGS,Equity,4000
01742,HPC HOLDINGS,Equity,5000
01745,LVJI TECH-NEW,Equity,2000
01746,MAN SHUN GP,Equity,4000
01747,HOME CONTROL,Equity,2000
01748,XIN YUAN ENT,Equity,2000
01749,SHANSHAN,Equity,1000
01750,REM GROUP HLDGS,Equity,10000
01751,AI ENERGY ENG,Equity,10000
01752,TOP EDUCATION,Equity,10000
01753,DUIBA,Equity,400
01755,S-ENJOY SERVICE,Equity,1000
01756,CHI SCI&EDU IND,Equity,1000
01757,GLOBAL CHI BC,Equity,1000
01758,BOJUN EDU,Equity,2000
01759,SINO GAS HLDGS,Equity,1000
01760,INTRON TECH,Equity,1000
01762,WANKA ONLINE,Equity,1000
01763,CIRC,Equity,200
01765,XJ INTL HLDGS,Equity,2000
01766,CRRC,Equity,1000
01767,TS WONDERS,Equity,10000
01768,BUSYMING,Equity,100
01769,SCHOLAR EDU,Equity,1000
01770,DKE,Equity,50
01771,SUNFONDA GP,Equity,1000
01772,GANFENGLITHIUM,Equity,200
01773,TIANLI INT HLDG,Equity,1000
01775,BEXCELLENT GP,Equity,4000
01776,GF SEC,Equity,200
01777,FANTASIA,Equity,5000
01778,COLOUR LIFE,Equity,1000
01779,LONGBIO-B,Equity,50
01780,RONGZUN INT'L H,Equity,2500
01782,IB DIGITAL TECH,Equity,5000
01783,ENVISION GREEN,Equity,1000
01785,CHENGDU EXPWAY,Equity,1000
01786,CRCCE,Equity,500
01787,SD GOLD,Equity,250
01788,GUOTAI JUNAN I,Equity,1000
01789,AK MEDICAL,Equity,2000
01790,TIL ENVIRO,Equity,5000
01792,CMON,Equity,2000
01793,WECON HOLDINGS,Equity,4000
01795,YADONG GROUP,Equity,3000
01796,METASPACEX,Equity,2000
01797,EAST BUY,Equity,500
01798,DATANG RENEW,Equity,1000
01799,XINTE ENERGY,Equity,400
01800,CHINA COMM CONS,Equity,1000
01801,INNOVENT BIO,Equity,500
01802,WENYE GROUP,Equity,2000
01803,BJ SPORTS & ENT,Equity,2500
01808,ENTERPRISE DEV,Equity,2000
01809,PRINX CHENGSHAN,Equity,500
01810,XIAOMI-W,Equity,200
01811,CGN NEW ENERGY,Equity,2000
01812,CHENMING PAPER,Equity,500
01813,KWG GROUP,Equity,500
